Account Transactions,,,,,,,,,
AustGrade Mascot Swimming Pty Ltd,,,,,,,,,
For the period 1 July 2025 to 30 June 2026,,,,,,,,,
,,,,,,,,,
"Account Type contains Asset, Liability, Equity",,,,,,,,,
,,,,,,,,,
Date,Source,Description,Reference,Debit,Credit,Running Balance,Gross,GST,Account
23 Dec 2025,Payable Credit Note Allocation,APC,INV/2025/24228,"2,133.96",0.00,"2,933.90","(2,133.96)",0.00,Accounts Payable
23 Dec 2025,Payable Credit Note Allocation,APC,INV/2025/24228,0.00,"2,133.96","5,067.86","2,133.96",0.00,Accounts Payable
24 Dec 2025,Payable Payment,Payment: Budget Petrol,,79.75,0.00,"4,988.11",(79.75),0.00,Accounts Payable
29 Dec 2025,Payable Payment,Payment: all purpose coating,,"2,133.96",0.00,"2,854.15","(2,133.96)",0.00,Accounts Payable
31 Dec 2025,Payable Invoice,Waster Pty Ltd,00137502,0.00,275.00,"3,129.15",275.00,0.00,Accounts Payable
31 Dec 2025,Payable Payment,Payment: AUS Solar,AUS5518N,"1,374.79",0.00,"1,754.36","(1,374.79)",0.00,Accounts Payable
06 Jan 2026,Payable Invoice,BUNNINGS,,0.00,251.80,"2,006.16",251.80,0.00,Accounts Payable
08 Jan 2026,Payable Invoice,A J Duffy,96324,0.00,"17,467.52","19,473.68","17,467.52",0.00,Accounts Payable
08 Jan 2026,Payable Invoice,IGA,,0.00,1.80,"19,475.48",1.80,0.00,Accounts Payable
08 Jan 2026,Payable Payment,Payment: BUNNINGS,,251.80,0.00,"19,223.68",(251.80),0.00,Accounts Payable
08 Jan 2026,Payable Payment,Payment: Kevin Joyce,INV-45163,495.00,0.00,"18,728.68",(495.00),0.00,Accounts Payable
09 Jan 2026,Payable Invoice,officework,,0.00,116.99,"18,845.67",116.99,0.00,Accounts Payable
09 Jan 2026,Payable Invoice,Budget Petrol,,0.00,111.65,"18,957.32",111.65,0.00,Accounts Payable
09 Jan 2026,Payable Payment,Payment: IGA,,1.80,0.00,"18,955.52",(1.80),0.00,Accounts Payable
09 Jan 2026,Payable Payment,Payment: A J Duffy,96324,"17,467.52",0.00,"1,488.00","(17,467.52)",0.00,Accounts Payable
12 Jan 2026,Payable Payment,Payment: officework,,116.99,0.00,"1,371.01",(116.99),0.00,Accounts Payable
12 Jan 2026,Payable Payment,Payment: Budget Petrol,,111.65,0.00,"1,259.36",(111.65),0.00,Accounts Payable
13 Jan 2026,Payable Payment,Payment: Waster Pty Ltd,00137502,275.00,0.00,984.36,(275.00),0.00,Accounts Payable
14 Jan 2026,Payable Invoice,IGA,,0.00,12.90,997.26,12.90,0.00,Accounts Payable
15 Jan 2026,Payable Invoice,JB HI FI,,0.00,104.85,"1,102.11",104.85,0.00,Accounts Payable
15 Jan 2026,Payable Payment,Payment: IGA,,12.90,0.00,"1,089.21",(12.90),0.00,Accounts Payable
16 Jan 2026,Payable Invoice,IGA,,0.00,13.30,"1,102.51",13.30,0.00,Accounts Payable
17 Jan 2026,Payable Invoice,BUNNINGS,,0.00,47.00,"1,149.51",47.00,0.00,Accounts Payable
17 Jan 2026,Payable Invoice,freshway cleaning,,0.00,50.10,"1,199.61",50.10,0.00,Accounts Payable
19 Jan 2026,Payable Payment,Payment: JB HI FI,,104.85,0.00,"1,094.76",(104.85),0.00,Accounts Payable
19 Jan 2026,Payable Payment,Payment: BUNNINGS,,47.00,0.00,"1,047.76",(47.00),0.00,Accounts Payable
19 Jan 2026,Payable Payment,Payment: freshway cleaning,,50.10,0.00,997.66,(50.10),0.00,Accounts Payable
19 Jan 2026,Payable Payment,Payment: IGA,,13.30,0.00,984.36,(13.30),0.00,Accounts Payable
21 Jan 2026,Payable Invoice,Budget Petrol,,0.00,111.65,"1,096.01",111.65,0.00,Accounts Payable
21 Jan 2026,Payable Payment,Payment: G18 discount market,,6.00,0.00,"1,090.01",(6.00),0.00,Accounts Payable
22 Jan 2026,Payable Invoice,Bunning,W279119756,0.00,208.80,"1,298.81",208.80,0.00,Accounts Payable
22 Jan 2026,Payable Invoice,KMART,,0.00,94.00,"1,392.81",94.00,0.00,Accounts Payable
23 Jan 2026,Payable Invoice,BUNNINGS,,0.00,25.99,"1,418.80",25.99,0.00,Accounts Payable
23 Jan 2026,Payable Payment,Payment: AOZ PRINT AND GRAPHI,,10.00,0.00,"1,408.80",(10.00),0.00,Accounts Payable
23 Jan 2026,Payable Payment,Payment: KMART,,94.00,0.00,"1,314.80",(94.00),0.00,Accounts Payable
23 Jan 2026,Payable Payment,Payment: Budget Petrol,,111.65,0.00,"1,203.15",(111.65),0.00,Accounts Payable
27 Jan 2026,Payable Payment,Payment: Bunning,W279119756,208.80,0.00,994.35,(208.80),0.00,Accounts Payable
28 Jan 2026,Payable Invoice,IGA,,0.00,25.75,"1,020.10",25.75,0.00,Accounts Payable
28 Jan 2026,Payable Invoice,AOZ PRINT AND GRAPHI,,0.00,15.00,"1,035.10",15.00,0.00,Accounts Payable
28 Jan 2026,Payable Payment,Payment: AOZ PRINT AND GRAPHI,,15.00,0.00,"1,020.10",(15.00),0.00,Accounts Payable
29 Jan 2026,Payable Invoice,AOZ PRINT AND GRAPHI,,0.00,12.00,"1,032.10",12.00,0.00,Accounts Payable
29 Jan 2026,Payable Payment,Payment: AOZ PRINT AND GRAPHI,,12.00,0.00,"1,020.10",(12.00),0.00,Accounts Payable
29 Jan 2026,Payable Payment,Payment: IGA,,25.75,0.00,994.35,(25.75),0.00,Accounts Payable
02 Feb 2026,Payable Payment,Payment: BUNNINGS,,25.99,0.00,968.36,(25.99),0.00,Accounts Payable
06 Feb 2026,Payable Invoice,IGA,,0.00,50.15,"1,018.51",50.15,0.00,Accounts Payable
09 Feb 2026,Payable Payment,Payment: IGA,,50.15,0.00,968.36,(50.15),0.00,Accounts Payable
16 Feb 2026,Payable Invoice,officework,1020437316,0.00,235.95,"1,204.31",235.95,0.00,Accounts Payable
17 Feb 2026,Payable Payment,Payment: officework,1020437316,235.95,0.00,968.36,(235.95),0.00,Accounts Payable
31 Mar 2026,Payable Payment,Payment: AUS Solar,AUS5518N,309.78,0.00,658.58,(309.78),0.00,Accounts Payable
Total 800 - Accounts Payable,,,,"119,532.19","120,190.77",658.58,658.58,0.00,
,,,,,,,,,
804 - Wages Payable - Payroll,,,,,,,,,
07 Jul 2025,Payroll Expense,Wages Payable,Payroll Expense Journal - PD-309,0.00,"9,670.55","9,670.55","9,670.55",0.00,Wages Payable - Payroll
10 Jul 2025,Spend Money,salary,,"9,670.55",0.00,0.00,"(9,670.55)",0.00,Wages Payable - Payroll
21 Jul 2025,Payroll Expense,Wages Payable,Payroll Expense Journal - PD-311,0.00,"9,551.88","9,551.88","9,551.88",0.00,Wages Payable - Payroll
21 Jul 2025,Payroll Expense,Wages Payable,Payroll Expense Journal - PD-313,0.00,593.21,"10,145.09",593.21,0.00,Wages Payable - Payroll
24 Jul 2025,Spend Money,salary,,"9,551.88",0.00,593.21,"(9,551.88)",0.00,Wages Payable - Payroll
25 Jul 2025,Spend Money,LIZETH Gomez hortua,,593.21,0.00,0.00,(593.21),0.00,Wages Payable - Payroll
04 Aug 2025,Payroll Expense,Wages Payable,Payroll Expense Journal - PD-315,0.00,"7,769.95","7,769.95","7,769.95",0.00,Wages Payable - Payroll
06 Aug 2025,Spend Money,salary,,"7,769.95",0.00,0.00,"(7,769.95)",0.00,Wages Payable - Payroll
18 Aug 2025,Payroll Expense,Wages Payable,Payroll Expense Journal - PD-316,0.00,"9,670.11","9,670.11","9,670.11",0.00,Wages Payable - Payroll
21 Aug 2025,Spend Money,salary,,"9,670.11",0.00,0.00,"(9,670.11)",0.00,Wages Payable - Payroll
01 Sep 2025,Payroll Expense,Wages Payable,Payroll Expense Journal - PD-317,0.00,"8,296.49","8,296.49","8,296.49",0.00,Wages Payable - Payroll
03 Sep 2025,Spend Money,salary,,"8,296.49",0.00,0.00,"(8,296.49)",0.00,Wages Payable - Payroll
15 Sep 2025,Payroll Expense,Wages Payable,Payroll Expense Journal - PD-318,0.00,"10,485.74","10,485.74","10,485.74",0.00,Wages Payable - Payroll
16 Sep 2025,Spend Money,salary,,"10,485.74",0.00,0.00,"(10,485.74)",0.00,Wages Payable - Payroll
29 Sep 2025,Payroll Expense,Wages Payable,Payroll Expense Journal - PD-319,0.00,"11,271.40","11,271.40","11,271.40",0.00,Wages Payable - Payroll
01 Oct 2025,Spend Money,salary,,"11,271.40",0.00,0.00,"(11,271.40)",0.00,Wages Payable - Payroll
13 Oct 2025,Payroll Expense,Wages Payable,Payroll Expense Journal - PD-320,0.00,"10,407.82","10,407.82","10,407.82",0.00,Wages Payable - Payroll
15 Oct 2025,Spend Money,salary,,"10,407.82",0.00,0.00,"(10,407.82)",0.00,Wages Payable - Payroll
27 Oct 2025,Payroll Expense,Wages Payable,Payroll Expense Journal - PD-321,0.00,"10,015.25","10,015.25","10,015.25",0.00,Wages Payable - Payroll
28 Oct 2025,Spend Money,salary,,"10,015.25",0.00,0.00,"(10,015.25)",0.00,Wages Payable - Payroll
10 Nov 2025,Payroll Expense,Wages Payable,Payroll Expense Journal - PD-322,0.00,"11,180.71","11,180.71","11,180.71",0.00,Wages Payable - Payroll
12 Nov 2025,Spend Money,salary,,"11,180.71",0.00,0.00,"(11,180.71)",0.00,Wages Payable - Payroll
24 Nov 2025,Payroll Expense,Wages Payable,Payroll Expense Journal - PD-323,0.00,"12,054.49","12,054.49","12,054.49",0.00,Wages Payable - Payroll
26 Nov 2025,Spend Money,salary,,"12,054.49",0.00,0.00,"(12,054.49)",0.00,Wages Payable - Payroll
08 Dec 2025,Payroll Expense,Wages Payable,Payroll Expense Journal - PD-324,0.00,"10,684.25","10,684.25","10,684.25",0.00,Wages Payable - Payroll
10 Dec 2025,Spend Money,salary,,"10,684.25",0.00,0.00,"(10,684.25)",0.00,Wages Payable - Payroll
22 Dec 2025,Payroll Expense,Wages Payable,Payroll Expense Journal - PD-325,0.00,"10,313.86","10,313.86","10,313.86",0.00,Wages Payable - Payroll
24 Dec 2025,Spend Money,Wages,,"10,313.86",0.00,0.00,"(10,313.86)",0.00,Wages Payable - Payroll
05 Jan 2026,Payroll Expense,Wages Payable,Payroll Expense Journal - PD-326,0.00,"2,668.95","2,668.95","2,668.95",0.00,Wages Payable - Payroll
07 Jan 2026,Spend Money,salary,,"2,668.95",0.00,0.00,"(2,668.95)",0.00,Wages Payable - Payroll
19 Jan 2026,Payroll Expense,Wages Payable,Payroll Expense Journal - PD-327,0.00,"10,666.96","10,666.96","10,666.96",0.00,Wages Payable - Payroll
21 Jan 2026,Spend Money,salary,,"10,666.96",0.00,0.00,"(10,666.96)",0.00,Wages Payable - Payroll
02 Feb 2026,Payroll Expense,Wages Payable,Payroll Expense Journal - PD-328,0.00,"11,147.79","11,147.79","11,147.79",0.00,Wages Payable - Payroll
05 Feb 2026,Spend Money,salary,,"11,147.79",0.00,0.00,"(11,147.79)",0.00,Wages Payable - Payroll
Total 804 - Wages Payable - Payroll,,,,"156,449.41","156,449.41",0.00,0.00,0.00,
,,,,,,,,,
820 - GST,,,,,,,,,
01 Jul 2025,Spend Money,Merchant Fee,,3.32,0.00,(3.32),(3.32),0.00,GST
01 Jul 2025,Spend Money,Swimbiz,,36.74,0.00,(40.06),(36.74),0.00,GST
01 Jul 2025,Spend Money,TAXIDEAS,,33.00,0.00,(73.06),(33.00),0.00,GST
02 Jul 2025,Payable Invoice,TELSTRA,K 555 442 561 Acc,16.36,0.00,(89.42),(16.36),0.00,GST
05 Jul 2025,Payable Invoice,BUNNINGS,,17.31,0.00,(106.73),(17.31),0.00,GST
06 Jul 2025,Payable Invoice,pharmacy4less,,2.00,0.00,(108.73),(2.00),0.00,GST
06 Jul 2025,Payable Invoice,JB HI FI,,7.73,0.00,(116.46),(7.73),0.00,GST
07 Jul 2025,Receive Money,DONNA LOHMEYERA,,0.00,15.91,(100.55),15.91,0.00,GST
07 Jul 2025,Receive Money,Donna,,0.00,10.91,(89.64),10.91,0.00,GST
09 Jul 2025,Payable Invoice,IGA,,0.98,0.00,(90.62),(0.98),0.00,GST
10 Jul 2025,Payable Invoice,IGA,,0.64,0.00,(91.26),(0.64),0.00,GST
12 Jul 2025,Payable Invoice,Budget Petrol,,8.15,0.00,(99.41),(8.15),0.00,GST
12 Jul 2025,Payable Invoice,BUNNINGS,,3.38,0.00,(102.79),(3.38),0.00,GST
14 Jul 2025,Receive Money,Auskor Swimm,,0.00,90.91,(11.88),90.91,0.00,GST
14 Jul 2025,Payable Invoice,Aquatic Elements Pty Ltd,00121280,388.70,0.00,(400.58),(388.70),0.00,GST
16 Jul 2025,Payable Invoice,IGA,,1.17,0.00,(401.75),(1.17),0.00,GST
17 Jul 2025,Spend Money,Origin Energy,,313.32,0.00,(715.07),(313.32),0.00,GST
17 Jul 2025,Receive Money,Flexipay,,0.00,5.18,(709.89),5.18,0.00,GST
18 Jul 2025,Payable Invoice,A J Duffy,90148,"3,316.07",0.00,"(4,025.96)","(3,316.07)",0.00,GST
19 Jul 2025,Payable Invoice,BUNNINGS,,5.72,0.00,"(4,031.68)",(5.72),0.00,GST
19 Jul 2025,Payable Invoice,officework,,2.08,0.00,"(4,033.76)",(2.08),0.00,GST
19 Jul 2025,Payable Invoice,BUNNINGS,,7.18,0.00,"(4,040.94)",(7.18),0.00,GST
19 Jul 2025,Payable Invoice,G18 discount market,,0.50,0.00,"(4,041.44)",(0.50),0.00,GST
24 Jul 2025,Spend Money,A J Duffy,,326.00,0.00,"(4,367.44)",(326.00),0.00,GST
26 Jul 2025,Payable Invoice,Budget Petrol,,9.51,0.00,"(4,376.95)",(9.51),0.00,GST
28 Jul 2025,Receive Money,Flexipay,,0.00,7.77,"(4,369.18)",7.77,0.00,GST
30 Jul 2025,Payable Invoice,OFFICEWORKS,orderNumber=1016637690,8.73,0.00,"(4,377.91)",(8.73),0.00,GST
31 Jul 2025,Payable Invoice,Waster Pty Ltd,00123488,20.10,0.00,"(4,398.01)",(20.10),0.00,GST
31 Jul 2025,Spend Money,Icare Workers Insurance,,46.94,0.00,"(4,444.95)",(46.94),0.00,GST
31 Jul 2025,Spend Money,Merchant Fee,,4.52,0.00,"(4,449.47)",(4.52),0.00,GST
01 Aug 2025,Spend Money,TAXIDEAS,,33.00,0.00,"(4,482.47)",(33.00),0.00,GST
01 Aug 2025,Spend Money,Swimbiz,,37.95,0.00,"(4,520.42)",(37.95),0.00,GST
02 Aug 2025,Payable Invoice,BUNNINGS,,2.36,0.00,"(4,522.78)",(2.36),0.00,GST
02 Aug 2025,Payable Invoice,IGA,,0.78,0.00,"(4,523.56)",(0.78),0.00,GST
02 Aug 2025,Payable Invoice,JB HI FI,,13.62,0.00,"(4,537.18)",(13.62),0.00,GST
04 Aug 2025,Receive Money,Flexipay,,0.00,3.64,"(4,533.54)",3.64,0.00,GST
04 Aug 2025,Receive Money,DONNA LOHMEYERA,,0.00,17.27,"(4,516.27)",17.27,0.00,GST
06 Aug 2025,Spend Money,Austgrade Leasing,,0.91,0.00,"(4,517.18)",(0.91),0.00,GST
06 Aug 2025,Spend Money,Austgrade Leasing,,413.29,0.00,"(4,930.47)",(413.29),0.00,GST
07 Aug 2025,Payable Invoice,Budget Petrol,,9.51,0.00,"(4,939.98)",(9.51),0.00,GST
11 Aug 2025,Spend Money,Ryde district mums,,19.09,0.00,"(4,959.07)",(19.09),0.00,GST
11 Aug 2025,Spend Money,Budget Petrol,,9.51,0.00,"(4,968.58)",(9.51),0.00,GST
13 Aug 2025,Payable Invoice,IGA,,5.40,0.00,"(4,973.98)",(5.40),0.00,GST
17 Aug 2025,Payable Invoice,IGA,,1.24,0.00,"(4,975.22)",(1.24),0.00,GST
19 Aug 2025,Spend Money,Kevin Joyce Pest Control,,45.00,0.00,"(5,020.22)",(45.00),0.00,GST
21 Aug 2025,Payable Invoice,Budget Petrol,,9.51,0.00,"(5,029.73)",(9.51),0.00,GST
21 Aug 2025,Receive Money,Flexipay,,0.00,2.73,"(5,027.00)",2.73,0.00,GST
22 Aug 2025,Payable Invoice,IGA,,1.60,0.00,"(5,028.60)",(1.60),0.00,GST
27 Aug 2025,Spend Money,Origin Energy,,345.56,0.00,"(5,374.16)",(345.56),0.00,GST
29 Aug 2025,Receive Money,Flexipay,,0.00,4.73,"(5,369.43)",4.73,0.00,GST
29 Aug 2025,Spend Money,Merchant Fee,,3.65,0.00,"(5,373.08)",(3.65),0.00,GST
01 Sep 2025,Spend Money,Icare Workers Insurance,,46.94,0.00,"(5,420.02)",(46.94),0.00,GST
01 Sep 2025,Receive Money,Flexipay,,0.00,4.55,"(5,415.47)",4.55,0.00,GST
01 Sep 2025,Spend Money,Swimbiz,,36.97,0.00,"(5,452.44)",(36.97),0.00,GST
01 Sep 2025,Spend Money,TAXIDEAS,,33.00,0.00,"(5,485.44)",(33.00),0.00,GST
03 Sep 2025,Payable Invoice,Budget Petrol,,9.51,0.00,"(5,494.95)",(9.51),0.00,GST
03 Sep 2025,Payable Invoice,office,,1.42,0.00,"(5,496.37)",(1.42),0.00,GST
07 Sep 2025,Payable Invoice,IGA,,1.18,0.00,"(5,497.55)",(1.18),0.00,GST
11 Sep 2025,Payable Invoice,KMART,,3.36,0.00,"(5,500.91)",(3.36),0.00,GST
13 Sep 2025,Payable Invoice,IGA,,0.65,0.00,"(5,501.56)",(0.65),0.00,GST
15 Sep 2025,Payable Invoice,Budget Petrol,,9.51,0.00,"(5,511.07)",(9.51),0.00,GST
16 Sep 2025,Receive Money,Flexipay,,0.00,1.36,"(5,509.71)",1.36,0.00,GST
16 Sep 2025,Spend Money,Icare Workers Insurance,,160.50,0.00,"(5,670.21)",(160.50),0.00,GST
17 Sep 2025,Payable Invoice,office,,0.15,0.00,"(5,670.36)",(0.15),0.00,GST
17 Sep 2025,Payable Invoice,A J Duffy,92852,"1,542.32",0.00,"(7,212.68)","(1,542.32)",0.00,GST
17 Sep 2025,Spend Money,Budget Petrol,,9.51,0.00,"(7,222.19)",(9.51),0.00,GST
17 Sep 2025,Payable Invoice,AOZ PRINT AND GRAPHI,,1.14,0.00,"(7,223.33)",(1.14),0.00,GST
18 Sep 2025,Payable Invoice,ALDI STORES,,0.51,0.00,"(7,223.84)",(0.51),0.00,GST
19 Sep 2025,Payable Invoice,Origin Energy,114158392,315.54,0.00,"(7,539.38)",(315.54),0.00,GST
22 Sep 2025,Receive Money,Flexipay,,0.00,4.55,"(7,534.83)",4.55,0.00,GST
23 Sep 2025,Receivable Invoice,Mika,INV-0047,0.00,390.00,"(7,144.83)",390.00,0.00,GST
24 Sep 2025,Receive Money,Flexipay,,0.00,26.81,"(7,118.02)",26.81,0.00,GST
27 Sep 2025,Payable Invoice,Budget Petrol,,8.15,0.00,"(7,126.17)",(8.15),0.00,GST
30 Sep 2025,Payable Invoice,Waster Pty Ltd,00128995,13.40,0.00,"(7,139.57)",(13.40),0.00,GST
30 Sep 2025,Spend Money,Icare Workers Insurance,,46.94,0.00,"(7,186.51)",(46.94),0.00,GST
30 Sep 2025,Spend Money,Merchant Fee,,3.46,0.00,"(7,189.97)",(3.46),0.00,GST
30 Sep 2025,Manual Journal,Stephanie 2025 - To reconcile GST Holding as of 30 Sep 2025,#10988,0.00,"2,243.78","(4,946.19)","2,243.78",0.00,GST
30 Sep 2025,Manual Journal,Stephanie 2025 - To reconcile ATO ICA as of 30 Sep 2025 - June 25 BAS,#11266,0.00,"8,001.00","3,054.81","8,001.00",0.00,GST
01 Oct 2025,Payable Invoice,IGA,,3.19,0.00,"3,051.62",(3.19),0.00,GST
01 Oct 2025,Spend Money,Swimbiz,,35.87,0.00,"3,015.75",(35.87),0.00,GST
01 Oct 2025,Spend Money,TAXIDEAS,,33.00,0.00,"2,982.75",(33.00),0.00,GST
01 Oct 2025,Spend Money,Kevin Joyce,,25.00,0.00,"2,957.75",(25.00),0.00,GST
02 Oct 2025,Payable Invoice,TELSTRA,K 991 687 951 Acc,10.36,0.00,"2,947.39",(10.36),0.00,GST
04 Oct 2025,Payable Invoice,KMART,,5.74,0.00,"2,941.65",(5.74),0.00,GST
05 Oct 2025,Payable Invoice,Budget Petrol,,8.15,0.00,"2,933.50",(8.15),0.00,GST
05 Oct 2025,Payable Invoice,IGA,,0.24,0.00,"2,933.26",(0.24),0.00,GST
05 Oct 2025,Payable Invoice,IGA,,0.24,0.00,"2,933.02",(0.24),0.00,GST
06 Oct 2025,Receive Money,DONNA LOHMEYERA,,0.00,22.73,"2,955.75",22.73,0.00,GST
09 Oct 2025,Payable Invoice,officework,1017804535,8.73,0.00,"2,947.02",(8.73),0.00,GST
10 Oct 2025,Payable Invoice,IGA,,1.31,0.00,"2,945.71",(1.31),0.00,GST
13 Oct 2025,Spend Money,Waster Pty Ltd,,13.40,0.00,"2,932.31",(13.40),0.00,GST
13 Oct 2025,Payable Invoice,sydney Captin electrical and Handyman,800730,"2,144.00",0.00,788.31,"(2,144.00)",0.00,GST
14 Oct 2025,Payable Invoice,Iceberg refrigeration,4315,244.60,0.00,543.71,(244.60),0.00,GST
15 Oct 2025,Payable Invoice,Kevin Joyce,INV-43766,31.50,0.00,512.21,(31.50),0.00,GST
15 Oct 2025,Payable Invoice,SPLITBOXES,,20.21,0.00,492.00,(20.21),0.00,GST
15 Oct 2025,Payable Invoice,IGA,,4.27,0.00,487.73,(4.27),0.00,GST
15 Oct 2025,Payable Invoice,BUNNINGS,,17.17,0.00,470.56,(17.17),0.00,GST
18 Oct 2025,Payable Invoice,Budget Petrol,,8.15,0.00,462.41,(8.15),0.00,GST
18 Oct 2025,Payable Invoice,IGA,,0.65,0.00,461.76,(0.65),0.00,GST
20 Oct 2025,Receive Money,Flexipay,,0.00,1.45,463.21,1.45,0.00,GST
22 Oct 2025,Payable Invoice,BUNNINGS,,13.35,0.00,449.86,(13.35),0.00,GST
24 Oct 2025,Payable Invoice,KMART,,3.60,0.00,446.26,(3.60),0.00,GST
24 Oct 2025,Payable Invoice,AOZ PRINT AND GRAPHI,,15.00,0.00,431.26,(15.00),0.00,GST
29 Oct 2025,Payable Invoice,Budget Petrol,,8.15,0.00,423.11,(8.15),0.00,GST
30 Oct 2025,Payable Invoice,Cincotta Discount,,1.58,0.00,421.53,(1.58),0.00,GST
31 Oct 2025,Spend Money,Icare Workers Insurance,,46.94,0.00,374.59,(46.94),0.00,GST
31 Oct 2025,Spend Money,Merchant Fee,,2.29,0.00,372.30,(2.29),0.00,GST
03 Nov 2025,Spend Money,TAXIDEAS,,33.00,0.00,339.30,(33.00),0.00,GST
03 Nov 2025,Spend Money,Kevin Joyce,,45.00,0.00,294.30,(45.00),0.00,GST
03 Nov 2025,Receive Money,Flexipay,,0.00,17.72,312.02,17.72,0.00,GST
03 Nov 2025,Spend Money,Origin Energy,,668.61,0.00,(356.59),(668.61),0.00,GST
04 Nov 2025,Receive Money,Flexipay,,0.00,1.45,(355.14),1.45,0.00,GST
04 Nov 2025,Spend Money,TELSTRA,,17.27,0.00,(372.41),(17.27),0.00,GST
07 Nov 2025,Payable Invoice,Budget Petrol,,8.15,0.00,(380.56),(8.15),0.00,GST
07 Nov 2025,Receive Money,Flexipay,,0.00,5.09,(375.47),5.09,0.00,GST
10 Nov 2025,Payable Invoice,Kmartphotos,,1.16,0.00,(376.63),(1.16),0.00,GST
10 Nov 2025,Receive Money,Flexipay,,0.00,4.18,(372.45),4.18,0.00,GST
11 Nov 2025,Spend Money,Origin Energy,,220.27,0.00,(592.72),(220.27),0.00,GST
12 Nov 2025,Payable Invoice,IGA,,1.54,0.00,(594.26),(1.54),0.00,GST
12 Nov 2025,Payable Invoice,G18 discount market,,0.55,0.00,(594.81),(0.55),0.00,GST
12 Nov 2025,Spend Money,G18 discount market,,0.55,0.00,(595.36),(0.55),0.00,GST
13 Nov 2025,Payable Invoice,JB HI FI,,6.35,0.00,(601.71),(6.35),0.00,GST
14 Nov 2025,Payable Invoice,IGA,,1.09,0.00,(602.80),(1.09),0.00,GST
14 Nov 2025,Payable Invoice,Cincotta Discount,,4.45,0.00,(607.25),(4.45),0.00,GST
14 Nov 2025,Receive Money,Flexipay,,0.00,4.64,(602.61),4.64,0.00,GST
15 Nov 2025,Payable Invoice,IGA,,0.47,0.00,(603.08),(0.47),0.00,GST
15 Nov 2025,Payable Invoice,G18 discount market,,1.82,0.00,(604.90),(1.82),0.00,GST
15 Nov 2025,Payable Invoice,officework,,8.73,0.00,(613.63),(8.73),0.00,GST
17 Nov 2025,Payable Invoice,officework,,13.09,0.00,(626.72),(13.09),0.00,GST
17 Nov 2025,Payable Invoice,Budget Petrol,,9.51,0.00,(636.23),(9.51),0.00,GST
17 Nov 2025,Spend Money,G18 discount market,,1.84,0.00,(638.07),(1.84),0.00,GST
18 Nov 2025,Spend Money,igs,,0.46,0.00,(638.53),(0.46),0.00,GST
19 Nov 2025,Receivable Invoice,Auskor - ABN 39 199 641 813,INV-0049,0.00,323.86,(314.67),323.86,0.00,GST
20 Nov 2025,Receive Money,Flexipay,,0.00,27.84,(286.83),27.84,0.00,GST
21 Nov 2025,Receive Money,Flexipay,,0.00,1.45,(285.38),1.45,0.00,GST
22 Nov 2025,Payable Invoice,BUNNINGS,,5.17,0.00,(290.55),(5.17),0.00,GST
24 Nov 2025,Receive Money,Flexipay,,0.00,2.36,(288.19),2.36,0.00,GST
25 Nov 2025,Receivable Invoice,Auskor - ABN 39 199 641 813,INV-0051,0.00,422.73,134.54,422.73,0.00,GST
25 Nov 2025,Spend Money,BUNNINGS,,5.17,0.00,129.37,(5.17),0.00,GST
28 Nov 2025,Spend Money,G18 discount market,,2.31,0.00,127.06,(2.31),0.00,GST
28 Nov 2025,Receive Money,Donna Lohmeyer,,0.00,19.55,146.61,19.55,0.00,GST
28 Nov 2025,Spend Money,G18 discount market,,1.24,0.00,145.37,(1.24),0.00,GST
28 Nov 2025,Spend Money,Merchant Fee,,4.47,0.00,140.90,(4.47),0.00,GST
28 Nov 2025,Payable Invoice,G18 discount market,,1.23,0.00,139.67,(1.23),0.00,GST
28 Nov 2025,Payable Invoice,G18 discount market,,2.28,0.00,137.39,(2.28),0.00,GST
29 Nov 2025,Payable Invoice,IGA,,1.86,0.00,135.53,(1.86),0.00,GST
01 Dec 2025,Spend Money,TAXIDEAS,,33.00,0.00,102.53,(33.00),0.00,GST
01 Dec 2025,Spend Money,Swimbiz,,36.48,0.00,66.05,(36.48),0.00,GST
01 Dec 2025,Receive Money,Flexipay,,0.00,3.18,69.23,3.18,0.00,GST
01 Dec 2025,Spend Money,Icare Workers Insurance,,46.94,0.00,22.29,(46.94),0.00,GST
01 Dec 2025,Payable Invoice,Budget Petrol,,9.51,0.00,12.78,(9.51),0.00,GST
01 Dec 2025,Payable Invoice,Head Oceania Pty Ltd (ZOGGS AUSTRALIA),,77.10,0.00,(64.32),(77.10),0.00,GST
01 Dec 2025,Spend Money,A J Duffy,,"3,454.44",0.00,"(3,518.76)","(3,454.44)",0.00,GST
02 Dec 2025,Spend Money,igs,,1.86,0.00,"(3,520.62)",(1.86),0.00,GST
02 Dec 2025,Receive Money,Flexipay,,0.00,5.55,"(3,515.07)",5.55,0.00,GST
02 Dec 2025,Spend Money,IGA,,3.92,0.00,"(3,518.99)",(3.92),0.00,GST
02 Dec 2025,Payable Invoice,TELSTRA,K 233 169 361 Acc,17.27,0.00,"(3,536.26)",(17.27),0.00,GST
05 Dec 2025,Payable Invoice,Freechoice,,0.29,0.00,"(3,536.55)",(0.29),0.00,GST
06 Dec 2025,Payable Invoice,Bunning,,5.72,0.00,"(3,542.27)",(5.72),0.00,GST
06 Dec 2025,Payable Invoice,KMART,,2.55,0.00,"(3,544.82)",(2.55),0.00,GST
